Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,TotalActiveMinutes,PercentActive,Calories
1624580081,4/16/2016,5370,3.49000001,3.49000001,0,0,0,3.49000001,0,0,176,1264,176,0.122222222,1463
1624580081,4/17/2016,6175,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,15,22,127,1276,164,0.113888889,1554
1624580081,4/18/2016,10536,7.409999847,7.409999847,0,2.150000095,0.620000005,4.619999886,17,7,202,1214,226,0.156944444,1604
1624580081,4/19/2016,2916,1.899999976,1.899999976,0,0,0,1.899999976,0,0,141,1299,141,0.097916667,1435
1624580081,4/20/2016,4974,3.230000019,3.230000019,0,0,0,3.230000019,0,0,151,1289,151,0.104861111,1446
1624580081,4/21/2016,6349,4.130000114,4.130000114,0,0,0,4.110000134,0,0,186,1254,186,0.129166667,1467
1624580081,4/22/2016,4026,2.619999886,2.619999886,0,0,0,2.599999905,0,0,199,1241,199,0.138194444,1470
1624580081,4/23/2016,8538,5.550000191,5.550000191,0,0,0,5.539999962,0,0,227,1213,227,0.157638889,1562
1624580081,4/24/2016,6076,3.950000048,3.950000048,0,1.149999976,0.910000026,1.889999986,16,18,185,1221,219,0.152083333,1617
1624580081,4/25/2016,6497,4.21999979,4.21999979,0,0,0,4.199999809,0,0,202,1238,202,0.140277778,1492
1624580081,4/26/2016,2826,1.840000033,1.840000033,0,0,0,1.830000043,0,0,140,1300,140,0.097222222,1402
1624580081,4/27/2016,8367,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,17,36,154,1233,207,0.14375,1670
1624580081,4/28/2016,2759,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,5,115,1320,120,0.083333333,1401
1624580081,4/29/2016,2390,1.549999952,1.549999952,0,0,0,1.549999952,0,0,150,1290,150,0.104166667,1404
1624580081,4/30/2016,6474,4.300000191,4.300000191,0,0.899999976,1.279999971,2.119999886,11,23,224,1182,258,0.179166667,1655
1624580081,5/1/2016,36019,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,186,63,171,1020,420,0.291666667,2690
1624580081,5/2/2016,7155,4.929999828,4.929999828,0,0.860000014,0.589999974,3.470000029,7,6,166,1261,179,0.124305556,1497
1624580081,5/3/2016,2100,1.370000005,1.370000005,0,0,0,1.340000033,0,0,96,1344,96,0.066666667,1334
1624580081,5/4/2016,2193,1.429999948,1.429999948,0,0,0,1.419999957,0,0,118,1322,118,0.081944444,1368
1624580081,5/5/2016,2470,1.610000014,1.610000014,0,0,0,1.580000043,0,0,117,1323,117,0.08125,1370
1624580081,5/6/2016,1727,1.120000005,1.120000005,0,0,0,1.120000005,0,0,102,1338,102,0.070833333,1341
1624580081,5/7/2016,2104,1.370000005,1.370000005,0,0,0,1.370000005,0,0,182,1258,182,0.126388889,1474
1624580081,5/8/2016,3427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,152,1288,152,0.105555556,1427
1624580081,5/9/2016,1732,1.129999995,1.129999995,0,0,0,1.129999995,0,0,91,1349,91,0.063194444,1328
1624580081,5/10/2016,2969,1.929999948,1.929999948,0,0,0,1.919999957,0,0,139,1301,139,0.096527778,1393
1624580081,5/11/2016,3134,2.039999962,2.039999962,0,0,0,2.039999962,0,0,112,1328,112,0.077777778,1359
1624580081,5/12/2016,2971,1.929999948,1.929999948,0,0,0,1.919999957,0,0,107,890,107,0.074305556,1002
1644430081,4/12/2016,10694,7.769999981,7.769999981,0,0.140000001,2.299999952,5.329999924,2,51,256,1131,309,0.214583333,3199
1644430081,4/13/2016,8001,5.820000172,5.820000172,0,2.279999971,0.899999976,2.640000105,30,16,135,1259,181,0.125694444,2902
1644430081,4/14/2016,11037,8.020000458,8.020000458,0,0.360000014,2.559999943,5.099999905,5,58,252,1125,315,0.21875,3226
1644430081,4/15/2016,5263,3.829999924,3.829999924,0,0.219999999,0.150000006,3.450000048,3,4,170,1263,177,0.122916667,2750
1644430081,4/16/2016,15300,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,51,42,212,1135,305,0.211805556,3493
1644430081,4/17/2016,8757,6.369999886,6.369999886,0,2.25,0.569999993,3.549999952,29,13,186,1212,228,0.158333333,3011
1644430081,4/18/2016,7132,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,15,33,121,1271,169,0.117361111,2806
1644430081,4/19/2016,11256,8.180000305,8.180000305,0,0.360000014,2.529999971,5.300000191,5,58,278,1099,341,0.236805556,3300
1644430081,4/20/2016,2436,1.769999981,1.769999981,0,0,0,1.75999999,0,0,125,1315,125,0.086805556,2430
1644430081,4/21/2016,1223,0.889999986,0.889999986,0,0,0,0.879999995,0,0,38,1402,38,0.026388889,2140
1644430081,4/22/2016,3673,2.670000076,2.670000076,0,0,0,2.660000086,0,0,86,1354,86,0.059722222,2344
1644430081,4/23/2016,6637,4.829999924,4.829999924,0,0,0.579999983,4.25,0,15,160,1265,175,0.121527778,2677
1644430081,4/24/2016,3321,2.410000086,2.410000086,0,0,0,2.410000086,0,0,89,1351,89,0.061805556,2413
1644430081,4/25/2016,3580,2.599999905,2.599999905,0,0.589999974,0.059999999,1.950000048,8,1,94,1337,103,0.071527778,2497
1644430081,4/26/2016,9919,7.210000038,7.210000038,0,0.800000012,1.720000029,4.690000057,11,41,223,1165,275,0.190972222,3123
1644430081,4/27/2016,3032,2.200000048,2.200000048,0,0,0,2.200000048,0,0,118,1322,118,0.081944444,2489
1644430081,4/28/2016,9405,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,3,53,227,1157,283,0.196527778,3108
1644430081,4/29/2016,3176,2.309999943,2.309999943,0,0,0,2.309999943,0,0,120,1193,120,0.083333333,2498
1644430081,4/30/2016,18213,13.23999977,13.23999977,0,0.629999995,3.140000105,9.460000038,9,71,402,816,482,0.334722222,3846
1644430081,5/1/2016,6132,4.460000038,4.460000038,0,0.239999995,0.99000001,3.230000019,3,24,146,908,173,0.120138889,2696
1644430081,5/2/2016,3758,2.730000019,2.730000019,0,0.07,0.310000002,2.349999905,1,7,148,682,156,0.108333333,2580
1644430081,5/3/2016,12850,9.340000153,9.340000153,0,0.720000029,4.090000153,4.539999962,10,94,221,1115,325,0.225694444,3324
1644430081,5/4/2016,2309,1.679999948,1.679999948,0,0,0,1.659999967,0,0,52,1388,52,0.036111111,2222
1644430081,5/5/2016,4363,3.190000057,3.190000057,0,0.519999981,0.540000021,2.130000114,6,12,81,1341,99,0.06875,2463
1644430081,5/6/2016,9787,7.119999886,7.119999886,0,0.819999993,0.270000011,6.010000229,11,6,369,1054,386,0.268055556,3328
1644430081,5/7/2016,13372,9.720000267,9.720000267,0,3.25999999,0.790000021,5.670000076,41,17,243,1139,301,0.209027778,3404
1644430081,5/8/2016,6724,4.889999866,4.889999866,0,0,0,4.880000114,0,0,295,991,295,0.204861111,2987
1644430081,5/9/2016,6643,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,32,6,303,1099,341,0.236805556,3008
1644430081,5/10/2016,9167,6.659999847,6.659999847,0,0.879999995,0.810000002,4.96999979,12,19,155,1254,186,0.129166667,2799
1644430081,5/11/2016,1329,0.970000029,0.970000029,0,0,0,0.949999988,0,0,49,713,49,0.034027778,1276
1844505072,4/12/2016,6697,4.429999828,4.429999828,0,0,0,4.429999828,0,0,339,1101,339,0.235416667,2030
1844505072,4/13/2016,4929,3.25999999,3.25999999,0,0,0,3.25999999,0,0,248,1192,248,0.172222222,1860
1844505072,4/14/2016,7937,5.25,5.25,0,0,0,5.230000019,0,0,373,843,373,0.259027778,2130
1844505072,4/15/2016,3844,2.539999962,2.539999962,0,0,0,2.539999962,0,0,176,527,176,0.122222222,1725
1844505072,4/16/2016,3414,2.25999999,2.25999999,0,0,0,2.25999999,0,0,147,1293,147,0.102083333,1657
1844505072,4/17/2016,4525,2.99000001,2.99000001,0,0.140000001,0.25999999,2.589999914,2,8,199,1231,209,0.145138889,1793
1844505072,4/18/2016,4597,3.039999962,3.039999962,0,0,0.479999989,2.559999943,0,12,217,1211,229,0.159027778,1814
1844505072,4/19/2016,197,0.129999995,0.129999995,0,0,0,0.129999995,0,0,10,1430,10,0.006944444,1366
1844505072,4/20/2016,8,0.01,0.01,0,0,0,0.01,0,0,1,1439,1,0.000694444,1349
1844505072,4/21/2016,8054,5.320000172,5.320000172,0,0.119999997,0.519999981,4.679999828,2,13,308,1117,323,0.224305556,2062
1844505072,4/22/2016,5372,3.549999952,3.549999952,0,0,0,3.549999952,0,0,220,1220,220,0.152777778,1827
1844505072,4/23/2016,3570,2.359999895,2.359999895,0,0,0,2.359999895,0,0,139,1301,139,0.096527778,1645
1844505072,4/24/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,4/25/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,4/26/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,4/27/2016,4,0,0,0,0,0,0,0,0,1,1439,1,0.000694444,1348
1844505072,4/28/2016,6907,4.570000172,4.570000172,0,0,0,4.559999943,0,0,302,1138,302,0.209722222,1992
1844505072,4/29/2016,4920,3.25,3.25,0,0,0,3.25,0,0,247,1082,247,0.171527778,1856
1844505072,4/30/2016,4014,2.670000076,2.670000076,0,0,0,2.650000095,0,0,184,218,184,0.127777778,1763
1844505072,5/1/2016,2573,1.700000048,1.700000048,0,0,0.25999999,1.450000048,0,7,75,585,82,0.056944444,1541
1844505072,5/2/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1348
1844505072,5/3/2016,4059,2.680000067,2.680000067,0,0,0,2.680000067,0,0,184,1256,184,0.127777778,1742
1844505072,5/4/2016,2080,1.370000005,1.370000005,0,0,0,1.370000005,0,0,87,1353,87,0.060416667,1549
1844505072,5/5/2016,2237,1.480000019,1.480000019,0,0,0,1.480000019,0,0,120,1320,120,0.083333333,1589
1844505072,5/6/2016,44,0.029999999,0.029999999,0,0,0,0.029999999,0,0,2,1438,2,0.001388889,1351
1844505072,5/7/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,5/9/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,5/11/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,1347
1844505072,5/12/2016,0,0,0,0,0,0,0,0,0,0,711,0,0,665
1927972279,4/12/2016,678,0.469999999,0.469999999,0,0,0,0.469999999,0,0,55,734,55,0.038194444,2220
1927972279,4/13/2016,356,0.25,0.25,0,0,0,0.25,0,0,32,986,32,0.022222222,2151
1927972279,4/14/2016,2163,1.5,1.5,0,0,0.400000006,1.100000024,0,9,88,1292,97,0.067361111,2383
1927972279,4/15/2016,980,0.680000007,0.680000007,0,0,0,0.680000007,0,0,51,941,51,0.035416667,2221
1927972279,4/16/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2064
1927972279,4/17/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,4/18/2016,244,0.170000002,0.170000002,0,0,0,0.170000002,0,0,17,1423,17,0.011805556,2111
1927972279,4/19/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,4/20/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,4/21/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2064
1927972279,4/22/2016,149,0.100000001,0.100000001,0,0,0,0.100000001,0,0,10,1430,10,0.006944444,2093
1927972279,4/23/2016,2945,2.039999962,2.039999962,0,0,0,2.039999962,0,0,145,1295,145,0.100694444,2499
1927972279,4/24/2016,2090,1.450000048,1.450000048,0,0.07,0.239999995,1.139999986,1,6,75,1358,82,0.056944444,2324
1927972279,4/25/2016,152,0.109999999,0.109999999,0,0,0,0.109999999,0,0,12,1303,12,0.008333333,2100
1927972279,4/26/2016,3761,2.599999905,2.599999905,0,0,0,2.599999905,0,0,192,1058,192,0.133333333,2638
1927972279,4/27/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,4/28/2016,1675,1.159999967,1.159999967,0,0,0,1.159999967,0,0,95,1167,95,0.065972222,2351
1927972279,4/29/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,4/30/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2064
1927972279,5/1/2016,2704,1.870000005,1.870000005,0,1.00999999,0.029999999,0.829999983,14,1,70,1355,85,0.059027778,2411
1927972279,5/2/2016,3790,2.619999886,2.619999886,0,1.159999967,0.300000012,1.159999967,16,8,94,1322,118,0.081944444,2505
1927972279,5/3/2016,1326,0.920000017,0.920000017,0,0.730000019,0,0.180000007,10,0,17,1413,27,0.01875,2195
1927972279,5/4/2016,1786,1.24000001,1.24000001,0,0,0,1.24000001,0,0,87,1353,87,0.060416667,2338
1927972279,5/5/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,5/6/2016,2091,1.450000048,1.450000048,0,0,0,1.450000048,0,0,108,1332,108,0.075,2383
1927972279,5/7/2016,1510,1.039999962,1.039999962,0,0,0,1.039999962,0,0,48,1392,48,0.033333333,2229
1927972279,5/8/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,5/9/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,5/10/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,5/11/2016,0,0,0,0,0,0,0,0,0,0,1440,0,0,2063
1927972279,5/12/2016,0,0,0,0,0,0,0,0,0,0,966,0,0,1383
2022484408,4/12/2016,11875,8.340000153,8.340000153,0,3.309999943,0.769999981,4.260000229,42,14,227,1157,283,0.196527778,2390
2022484408,4/13/2016,12024,8.5,8.5,0,2.99000001,0.100000001,5.409999847,43,5,292,1100,340,0.236111111,2601
2022484408,4/14/2016,10690,7.5,7.5,0,2.480000019,0.209999993,4.820000172,32,3,257,1148,292,0.202777778,2312
2022484408,4/15/2016,11034,8.029999733,8.029999733,0,1.940000057,0.310000002,5.78000021,27,9,282,1122,318,0.220833333,2525
2022484408,4/16/2016,10100,7.090000153,7.090000153,0,3.150000095,0.550000012,3.390000105,41,11,151,1237,203,0.140972222,2177
2022484408,4/17/2016,15112,11.39999962,11.39999962,0,3.869999886,0.660000026,6.880000114,28,29,331,1052,388,0.269444444,2782
2022484408,4/18/2016,14131,10.06999969,10.06999969,0,3.640000105,0.119999997,6.300000191,48,3,311,1078,362,0.251388889,2770
2022484408,4/19/2016,11548,8.529999733,8.529999733,0,3.289999962,0.239999995,5,31,7,250,1152,288,0.2,2489
2022484408,4/20/2016,15112,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,48,63,276,1053,387,0.26875,2897
2022484408,4/21/2016,12453,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,104,53,255,1028,412,0.286111111,3158
2022484408,4/22/2016,12954,9.329999924,9.329999924,0,4.429999828,0.419999987,4.46999979,52,10,273,1105,335,0.232638889,2638
2022484408,4/23/2016,6001,4.210000038,4.210000038,0,0,0,4.210000038,0,0,249,1191,249,0.172916667,2069
2022484408,4/24/2016,13481,10.27999973,10.27999973,0,4.550000191,1.149999976,4.579999924,37,26,216,1161,279,0.19375,2529
2022484408,4/25/2016,11369,8.010000229,8.010000229,0,3.329999924,0.219999999,4.460000038,44,8,217,1171,269,0.186805556,2470
2022484408,4/26/2016,10119,7.190000057,7.190000057,0,1.429999948,0.660000026,5.110000134,55,24,275,1086,354,0.245833333,2793
2022484408,4/27/2016,10159,7.130000114,7.130000114,0,1.039999962,0.970000029,5.119999886,19,20,282,1119,321,0.222916667,2463
2022484408,4/28/2016,10140,7.119999886,7.119999886,0,0.409999996,1.330000043,5.389999866,6,20,291,1123,317,0.220138889,2296
2022484408,4/29/2016,10245,7.190000057,7.190000057,0,0.479999989,1.210000038,5.5,21,40,281,1098,342,0.2375,2611
2022484408,4/30/2016,18387,12.90999985,12.90999985,0,0.939999998,1.399999976,10.56999969,13,23,361,1043,397,0.275694444,2732
2022484408,5/1/2016,10538,7.400000095,7.400000095,0,1.940000057,0.959999979,4.5,25,28,245,1142,298,0.206944444,2380
2022484408,5/2/2016,10379,7.289999962,7.289999962,0,2.609999895,0.340000004,4.329999924,36,8,277,1119,321,0.222916667,2473
2022484408,5/3/2016,12183,8.739999771,8.739999771,0,3.99000001,0.460000008,4.28000021,72,14,250,1104,336,0.233333333,2752
2022484408,5/4/2016,11768,8.289999962,8.289999962,0,2.50999999,0.930000007,4.849999905,36,27,272,1105,335,0.232638889,2649
2022484408,5/5/2016,11895,8.350000381,8.350000381,0,2.789999962,0.860000014,4.699999809,55,20,253,1112,328,0.227777778,2609
2022484408,5/6/2016,10227,7.179999828,7.179999828,0,1.870000005,0.670000017,4.639999866,24,17,295,1104,336,0.233333333,2498
2022484408,5/7/2016,6708,4.710000038,4.710000038,0,1.610000014,0.079999998,3.019999981,20,2,149,1269,171,0.11875,1995
2022484408,5/8/2016,3292,2.309999943,2.309999943,0,0,0,2.309999943,0,0,135,1305,135,0.09375,1848
2022484408,5/9/2016,13379,9.390000343,9.390000343,0,2.119999886,1.629999995,5.639999866,35,47,297,1061,379,0.263194444,2709
2022484408,5/10/2016,12798,8.979999542,8.979999542,0,2.220000029,1.210000038,5.559999943,57,28,271,1084,356,0.247222222,2797
2022484408,5/11/2016,13272,9.319999695,9.319999695,0,4.179999828,1.149999976,3.99000001,58,25,224,1133,307,0.213194444,2544
2022484408,5/12/2016,9117,6.409999847,6.409999847,0,1.279999971,0.670000017,4.440000057,16,16,236,728,268,0.186111111,1853
2026352035,4/12/2016,4414,2.74000001,2.74000001,0,0.189999998,0.349999994,2.200000048,3,8,181,706,192,0.133333333,1459
2026352035,4/13/2016,4993,3.099999905,3.099999905,0,0,0,3.099999905,0,0,238,663,238,0.165277778,1521
2026352035,4/14/2016,3335,2.069999933,2.069999933,0,0,0,2.049999952,0,0,197,653,197,0.136805556,1431
2026352035,4/15/2016,3821,2.369999886,2.369999886,0,0,0,2.369999886,0,0,188,687,188,0.130555556,1444
2026352035,4/16/2016,2547,1.580000043,1.580000043,0,0,0,1.580000043,0,0,150,728,150,0.104166667,1373
2026352035,4/17/2016,838,0.519999981,0.519999981,0,0,0,0.519999981,0,0,60,1053,60,0.041666667,1214
2026352035,4/18/2016,3325,2.059999943,2.059999943,0,0,0,2.059999943,0,0,182,1062,182,0.126388889,1419
2026352035,4/19/2016,2424,1.5,1.5,0,0,0,1.5,0,0,141,785,141,0.097916667,1356
2026352035,4/20/2016,7222,4.480000019,4.480000019,0,0,0,4.480000019,0,0,327,623,327,0.227083333,1667
2026352035,4/21/2016,2467,1.529999971,1.529999971,0,0,0,1.529999971,0,0,153,749,153,0.10625,1370
2026352035,4/22/2016,2915,1.809999943,1.809999943,0,0,0,1.809999943,0,0,162,712,162,0.1125,1399
2026352035,4/23/2016,12357,7.710000038,7.710000038,0,0,0,7.710000038,0,0,432,458,432,0.3,1916
2026352035,4/24/2016,3490,2.160000086,2.160000086,0,0,0,2.160000086,0,0,164,704,164,0.113888889,1401
2026352035,4/25/2016,6017,3.730000019,3.730000019,0,0,0,3.730000019,0,0,260,821,260,0.180555556,1576
2026352035,4/26/2016,5933,3.680000067,3.680000067,0,0,0,3.680000067,0,0,288,1018,288,0.2,1595
2026352035,4/27/2016,6088,3.769999981,3.769999981,0,0,0,3.769999981,0,0,286,586,286,0.198611111,1593
2026352035,4/28/2016,6375,3.950000048,3.950000048,0,0,0,3.950000048,0,0,331,626,331,0.229861111,1649
2026352035,4/29/2016,7604,4.710000038,4.710000038,0,0,0,4.710000038,0,0,352,492,352,0.244444444,1692
2026352035,4/30/2016,4729,2.930000067,2.930000067,0,0,0,2.930000067,0,0,233,594,233,0.161805556,1506
2026352035,5/1/2016,3609,2.279999971,2.279999971,0,0,0,2.279999971,0,0,191,716,191,0.132638889,1447
2026352035,5/2/2016,7018,4.349999905,4.349999905,0,0,0,4.349999905,0,0,355,716,355,0.246527778,1690
2026352035,5/3/2016,5992,3.720000029,3.720000029,0,0,0,3.720000029,0,0,304,981,304,0.211111111,1604
2026352035,5/4/2016,6564,4.070000172,4.070000172,0,0,0,4.070000172,0,0,345,530,345,0.239583333,1658
2026352035,5/5/2016,12167,7.539999962,7.539999962,0,0,0,7.539999962,0,0,475,479,475,0.329861111,1926
2026352035,5/6/2016,8198,5.079999924,5.079999924,0,0,0,5.079999924,0,0,383,511,383,0.265972222,1736
2026352035,5/7/2016,4193,2.599999905,2.599999905,0,0,0,2.599999905,0,0,229,665,229,0.159027778,1491
2026352035,5/8/2016,5528,3.450000048,3.450000048,0,0,0,3.450000048,0,0,258,610,258,0.179166667,1555
2026352035,5/9/2016,10685,6.619999886,6.619999886,0,0,0,6.599999905,0,0,401,543,401,0.278472222,1869
2026352035,5/10/2016,254,0.159999996,0.159999996,0,0,0,0.159999996,0,0,17,1002,17,0.011805556,1141
2026352035,5/11/2016,8580,5.320000172,5.320000172,0,0,0,5.320000172,0,0,330,569,330,0.229166667,1698
2026352035,5/12/2016,8891,5.510000229,5.510000229,0,0,0,5.510000229,0,0,343,330,343,0.238194444,1364
2320127002,4/12/2016,10725,7.489999771,7.489999771,0,1.169999957,0.310000002,6.010000229,13,9,306,1112,328,0.227777778,2124
2320127002,4/13/2016,7275,4.900000095,4.900000095,0,0,0,4.900000095,0,0,335,1105,335,0.232638889,2003
2320127002,4/14/2016,3973,2.680000067,2.680000067,0,0,0,2.680000067,0,0,191,1249,191,0.132638889,1696
2320127002,4/15/2016,5205,3.50999999,3.50999999,0,0,0,3.50999999,0,0,245,1195,245,0.170138889,1801
2320127002,4/16/2016,5057,3.410000086,3.410000086,0,0,0,3.400000095,0,0,195,1245,195,0.135416667,1724
2320127002,4/17/2016,6198,4.179999828,4.179999828,0,0,0,4.179999828,0,0,249,1191,249,0.172916667,1852
2320127002,4/18/2016,6559,4.420000076,4.420000076,0,0,0.25999999,4.139999866,0,7,260,1173,267,0.185416667,1905
2320127002,4/19/2016,5997,4.039999962,4.039999962,0,0,0.379999995,3.660000086,0,11,228,1201,239,0.165972222,1811
2320127002,4/20/2016,7192,4.849999905,4.849999905,0,0,0.49000001,4.340000153,0,11,283,1146,294,0.204166667,1922
2320127002,4/21/2016,3404,2.289999962,2.289999962,0,0.059999999,0.419999987,1.809999943,1,10,127,1302,138,0.095833333,1610
2320127002,4/22/2016,5583,3.75999999,3.75999999,0,0,0,3.75999999,0,0,266,1174,266,0.184722222,1851
2320127002,4/23/2016,5079,3.420000076,3.420000076,0,0,0,3.420000076,0,0,242,1129,242,0.168055556,1804
2320127002,4/24/2016,4165,2.809999943,2.809999943,0,0,0,2.799999952,0,0,204,1236,204,0.141666667,1725
